width,150,height,150,cellSize,10.000000
1.167219,1.086213,1.152564,1.025319,0.975588,1.028075,0.997638,0.986668,0.825818,0.768515,0.816516,0.725020,0.668954,0.696312,0.650636,0.709449,0.664656,0.637168,0.714692,0.768109,0.793223,0.847187,0.757360,0.904137,0.846602,1.032428,0.944145,1.085840,1.055895,1.082576,1.196310,1.121545,1.181422,1.102269,1.115000,1.171840,1.103509,1.102929,0.988443,0.907400,0.966281,0.837526,0.876911,0.841063,0.692315,0.717693,0.639639,0.591059,0.594039,0.586464,0.698686,0.706052,0.695652,0.668199,0.764799,0.841074,0.787764,0.972535,0.974424,1.063445,1.015202,1.043038,1.108979,1.195468,1.154477,1.123389,1.198430,1.128075,1.083907,1.127014,1.013343,1.028062,0.896311,0.848544,0.879402,0.815458,0.753742,0.697010,0.753259,0.651911,0.728692,0.652410,0.618018,0.644284,0.704404,0.636503,0.778251,0.817920,0.807433,0.786136,0.850574,0.995835,0.965200,0.972009,1.007855,1.137138,1.075823,1.125580,1.102843,1.151231,1.209122,1.084277,1.032897,1.076165,0.987600,0.950508,0.920192,0.896449,0.779197,0.785400,0.821188,0.775233,0.614572,0.666786,0.586332,0.627728,0.709415,0.620486,0.703522,0.704431,0.714596,0.823404,0.867074,0.926605,0.928381,0.972984,0.966885,1.123646,1.138874,1.175901,1.147828,1.172029,1.082391,1.191493,1.159764,1.041191,1.016770,1.083784,0.914122,0.971470,0.824596,0.894748,0.836245,0.693351,0.777532,0.696087,0.646754,0.636882,0.699232,0.595687
1.254819,1.173154,1.206205,1.148265,1.085594,1.090578,1.030544,0.963520,1.005937,0.833840,0.870514,0.802096,0.742327,0.751612,0.675464,0.746055,0.761416,0.671629,0.720135,0.779468,0.748203,0.907032,0.906193,0.894517,0.965222,0.981747,1.141491,1.046639,1.199027,1.244731,1.228629,1.177819,1.247693,1.223500,1.280889,1.117124,1.219069,1.056899,1.018843,0.995713,1.052536,0.951754,0.839097,0.831650,0.796498,0.775217,0.682605,0.790787,0.710794,0.763625,0.702127,0.801362,0.704978,0.737124,0.824919,0.931047,0.910786,0.999772,1.072236,1.122850,1.069223,1.078790,1.135580,1.186621,1.197690,1.273980,1.231990,1.267967,1.252945,1.111531,1.079173,1.027498,1.081564,0.984084,0.952543,0.864854,0.802972,0.810610,0.757461,0.759033,0.694034,0.756516,0.760872,0.757417,0.726266,0.703792,0.764492,0.768881,0.886177,0.993612,0.959242,0.995805,1.132717,1.178556,1.079110,1.129490,1.219298,1.176569,1.181695,1.194413,1.143338,1.226409,1.185008,1.071226,1.045111,1.014801,1.044239,1.012973,0.964575,0.931104,0.857934,0.741300,0.724726,0.749083,0.741720,0.658994,0.731658,0.725002,0.836579,0.729605,0.852762,0.825937,0.968379,0.946385,0.999761,1.108344,1.144660,1.142646,1.106188,1.210461,1.221464,1.193370,1.160303,1.264835,1.209735,1.186175,1.096697,1.090828,0.977793,1.057217,0.919671,0.895900,0.796038,0.794367,0.726643,0.744197,0.705501,0.797256,0.709973,0.680114
1.250712,1.292314,1.229261,1.295704,1.198441,1.159713,1.124891,1.035186,0.971218,0.926009,0.913683,0.860933,0.847259,0.843666,0.873422,0.813478,0.769844,0.872299,0.749002,0.880563,0.866043,0.910341,0.950513,1.031131,0.989208,1.082071,1.154886,1.113157,1.271136,1.321804,1.214850,1.327116,1.283627,1.300338,1.344368,1.212049,1.216616,1.175911,1.188870,1.119460,1.089452,1.029283,1.005656,0.853542,0.872797,0.857371,0.769704,0.767350,0.751984,0.741533,0.821198,0.761003,0.845817,0.812705,0.971484,1.019321,0.948610,1.098665,1.078584,1.199088,1.186747,1.210369,1.295620,1.236637,1.332454,1.364266,1.296815,1.206665,1.309272,1.208376,1.208118,1.184471,1.065952,1.130218,1.019670,0.900486,0.990354,0.824016,0.782494,0.773178,0.875223,0.724116,0.781556,0.752479,0.821216,0.858638,0.819245,0.938988,0.958375,1.032576,1.029748,1.158831,1.132169,1.212051,1.277193,1.223860,1.290067,1.208959,1.228418,1.353009,1.231518,1.270588,1.247447,1.135194,1.109482,1.121877,1.041772,1.033920,0.949885,0.891270,0.950244,0.866197,0.781719,0.817494,0.789886,0.773068,0.733514,0.771954,0.761801,0.823647,0.889554,0.878707,0.994888,1.101207,1.105933,1.167813,1.179329,1.209843,1.215793,1.314031,1.267468,1.323184,1.215943,1.203221,1.260367,1.184989,1.235670,1.145029,1.064226,1.074147,0.999838,0.916995,0.994344,0.863483,0.809908,0.827682,0.768757,0.824203,0.718078,0.763141
1.386038,1.386144,1.339468,1.344610,1.264164,1.230344,1.089783,1.149746,1.011395,0.980268,1.005196,0.986264,0.913766,0.922623,0.870515,0.774716,0.807090,0.880425,0.862052,0.840239,1.004329,0.947282,1.057816,1.018858,1.095241,1.185797,1.252963,1.177173,1.295922,1.325373,1.362280,1.365164,1.293599,1.308166,1.373367,1.319666,1.218386,1.204212,1.194670,1.171989,1.137024,1.004311,1.076005,0.939102,0.953426,0.949199,0.910516,0.836527,0.808114,0.905360,0.794435,0.830271,0.930702,0.939095,1.012855,0.984064,1.057280,1.163731,1.080533,1.153613,1.176961,1.241599,1.300393,1.287759,1.377165,1.272611,1.370084,1.379301,1.377896,1.257245,1.280761,1.227149,1.141457,1.042245,1.118846,1.030842,0.917752,0.891788,0.948038,0.833341,0.929579,0.866606,0.805098,0.896667,0.854671,0.875712,0.876154,0.925810,1.061033,1.030804,1.023185,1.193530,1.145887,1.281011,1.204080,1.316182,1.322335,1.293377,1.284105,1.349482,1.403659,1.384929,1.234211,1.275323,1.214321,1.215486,1.161071,1.093240,1.013904,0.968720,0.864795,0.910155,0.900467,0.925620,0.814263,0.779439,0.851693,0.856918,0.954185,0.862564,1.003784,1.018541,1.003051,1.065887,1.103651,1.123124,1.265688,1.192821,1.353149,1.386909,1.326286,1.407151,1.355816,1.376978,1.319783,1.289383,1.189136,1.220055,1.161798,1.193258,1.015516,0.985905,1.052255,0.974166,0.860605,0.870924,0.848626,0.856245,0.868095,0.919407
1.335532,1.397959,1.350690,1.280721,1.257291,1.245966,1.169486,1.151168,1.092316,1.081496,1.024026,0.923020,0.883532,0.855820,0.838733,0.921303,0.908497,0.845693,0.910508,1.007064,1.015386,0.941636,1.030513,1.039842,1.147422,1.182524,1.241278,1.304415,1.318436,1.317987,1.376128,1.325990,1.361438,1.341228,1.413606,1.305959,1.324763,1.329821,1.239053,1.181423,1.095151,1.067256,1.042861,1.047798,0.933272,0.890600,0.895109,0.827686,0.955897,0.959120,0.957667,0.908545,0.977395,0.902652,1.065563,0.995778,1.122340,1.179392,1.124132,1.283465,1.239814,1.302211,1.281048,1.388303,1.346722,1.340451,1.403879,1.335319,1.414537,1.282783,1.236598,1.188025,1.201435,1.164863,1.078890,1.085188,0.971972,0.922645,0.927607,0.926383,0.932031,0.869574,0.929798,0.877408,0.925596,1.000710,0.908939,0.932539,0.981063,1.089930,1.132759,1.218033,1.254979,1.316567,1.343726,1.353949,1.306330,1.393274,1.381588,1.420223,1.356661,1.329977,1.253885,1.360410,1.311922,1.219758,1.213693,1.159012,0.995469,1.023528,0.983834,0.893617,0.863325,0.904625,0.864682,0.830560,0.831075,0.909563,0.915797,0.940235,0.974804,1.096299,1.100508,1.197638,1.220443,1.173009,1.226122,1.306522,1.410511,1.334349,1.358408,1.401297,1.395365,1.430390,1.399977,1.251998,1.300030,1.287428,1.258386,1.183128,1.124246,1.124266,1.043627,0.966878,0.990241,0.917826,0.919387,0.956476,0.849619,0.956466
1.427135,1.338524,1.447718,1.312765,1.351066,1.228608,1.227953,1.145985,1.117465,1.118284,0.984370,1.050031,0.987417,0.960325,0.866728,0.969719,0.924000,0.872286,0.986663,0.927761,0.927214,0.996364,1.153867,1.157204,1.199956,1.234038,1.255507,1.288891,1.367461,1.417176,1.359396,1.400251,1.360643,1.423588,1.398528,1.387341,1.330435,1.300086,1.220454,1.265830,1.193891,1.076502,1.063774,0.990335,1.022865,1.036837,0.900588,0.998092,0.863712,0.948403,0.996541,0.869927,0.958812,1.023833,1.077226,1.098217,1.118730,1.096969,1.145823,1.204846,1.366550,1.333170,1.375833,1.368090,1.451552,1.377578,1.415751,1.358087,1.370377,1.283729,1.301670,1.257255,1.250351,1.218126,1.135651,1.159205,1.093632,1.053739,0.949615,0.892359,0.995420,0.987846,0.875976,0.941024,0.972158,0.984707,1.024856,1.075242,1.105700,1.091715,1.215883,1.145832,1.323572,1.358108,1.281663,1.306324,1.349491,1.355877,1.409748,1.350068,1.434483,1.425762,1.332852,1.310847,1.328365,1.307312,1.171794,1.075590,1.028859,1.063239,0.982087,0.945638,0.996163,0.867643,0.944312,0.898246,0.932973,0.882997,0.908001,0.980021,0.991919,1.041041,1.188989,1.101126,1.178202,1.314530,1.280205,1.394542,1.368785,1.375918,1.373204,1.368070,1.481501,1.447433,1.365169,1.420621,1.360297,1.216148,1.303677,1.127467,1.103345,1.022248,1.051801,1.021485,0.946478,0.924049,0.982237,0.850330,0.965232,0.938068
1.453855,1.458898,1.408290,1.414568,1.278909,1.353919,1.277598,1.262087,1.187819,1.070774,0.981815,1.081937,0.977245,1.011119,0.911810,0.912912,0.893790,0.863673,0.937989,0.969078,1.002353,1.019341,1.156793,1.159314,1.160286,1.230570,1.212453,1.302783,1.335286,1.372089,1.407652,1.387782,1.359441,1.429080,1.472733,1.362201,1.409881,1.391606,1.342893,1.247710,1.156572,1.127123,1.100460,1.088712,1.019245,0.933350,0.919867,0.873796,0.969481,0.981023,0.944622,0.989562,0.937756,1.077842,1.066592,1.123623,1.079638,1.213579,1.262960,1.221965,1.369494,1.333641,1.329102,1.432043,1.482057,1.443916,1.437499,1.438762,1.454656,1.336317,1.315872,1.237447,1.205745,1.200278,1.128485,1.140181,1.020869,1.000476,0.960369,0.974746,0.898119,0.946187,0.934587,0.997069,0.959240,0.990338,1.075216,0.986856,1.019024,1.167227,1.205767,1.226259,1.211159,1.255905,1.345749,1.376964,1.399163,1.399451,1.496754,1.432737,1.468598,1.431270,1.356244,1.294740,1.312611,1.218316,1.170884,1.202293,1.141743,1.130005,1.041563,0.999811,0.965903,0.973625,0.860453,0.921023,0.950013,0.990002,0.933836,1.011729,1.023162,1.016088,1.113694,1.184677,1.218364,1.290630,1.274862,1.355732,1.439987,1.360799,1.440868,1.359053,1.359321,1.403771,1.392855,1.293043,1.338033,1.219000,1.202496,1.167094,1.131160,1.129191,1.013968,0.951665,0.973434,0.946001,0.905094,0.872313,0.994962,0.998885
1.389495,1.350978,1.311332,1.343433,1.373405,1.208556,1.245149,1.184311,1.129218,1.062001,1.009686,1.063941,0.945831,0.873137,0.988959,0.945166,0.846056,0.920016,0.925878,0.981238,0.941210,1.099775,1.153116,1.174021,1.200879,1.202821,1.298561,1.301458,1.328486,1.407368,1.342930,1.443107,1.441611,1.372488,1.379638,1.396014,1.333037,1.245705,1.248111,1.274728,1.192385,1.104379,1.085889,1.080831,1.048663,0.965650,1.016725,0.951707,0.991912,0.967226,0.900000,0.993106,0.984867,0.978125,1.049212,1.154572,1.123821,1.187396,1.178724,1.217923,1.250967,1.291252,1.362241,1.342756,1.416388,1.364790,1.344811,1.461423,1.349208,1.376170,1.354559,1.250499,1.184191,1.237171,1.167571,1.080726,1.004437,0.984178,0.986540,0.957907,0.995695,0.888953,0.990577,1.001566,0.950780,0.996369,0.937517,1.104592,1.153014,1.167346,1.193542,1.269965,1.301977,1.368377,1.279316,1.383786,1.429315,1.452482,1.416895,1.418203,1.398733,1.382433,1.399898,1.275722,1.354126,1.216040,1.249494,1.194409,1.127559,1.057308,1.010464,1.029232,0.889696,0.969486,0.876198,0.897772,0.957775,0.884099,0.946293,1.016405,0.958477,1.113162,1.156075,1.097970,1.169191,1.276394,1.322592,1.335235,1.335071,1.447140,1.384331,1.465660,1.441549,1.461971,1.434630,1.364631,1.375223,1.290846,1.271627,1.155313,1.086764,1.032125,1.113204,1.053373,1.025611,1.024936,0.896776,0.875623,0.987308,0.998884
1.390400,1.385362,1.350749,1.392676,1.325848,1.246579,1.189411,1.193090,1.106147,1.078100,1.020264,1.023955,0.884458,0.975267,0.866577,0.907032,0.902810,0.898136,0.862065,1.011941,0.973429,1.033904,1.123741,1.103033,1.168704,1.153802,1.205959,1.215339,1.281429,1.283174,1.389332,1.341301,1.366726,1.380161,1.384605,1.383532,1.270405,1.229035,1.181607,1.265601,1.193923,1.105003,1.051418,1.044525,0.942863,0.905580,0.860713,0.928192,0.845197,0.858703,0.869199,0.955887,0.944694,0.947322,1.042470,1.089801,1.114539,1.176724,1.167874,1.286657,1.295689,1.255917,1.414256,1.377523,1.351839,1.327834,1.438575,1.392535,1.360562,1.277422,1.275802,1.186961,1.188428,1.230424,1.059577,1.060168,1.028637,0.928413,1.007194,0.954697,0.955973,0.968640,0.953213,0.967145,0.963300,1.017709,0.968820,1.084128,1.075614,1.136794,1.201421,1.269613,1.188465,1.341982,1.262298,1.378196,1.353424,1.374341,1.439077,1.363440,1.446054,1.433058,1.326898,1.253424,1.263076,1.191546,1.216183,1.133836,1.059591,1.073105,0.995464,0.909838,0.899499,0.852597,0.916256,0.901078,0.941193,0.961315,0.960715,1.047232,1.004204,1.043001,1.042296,1.106555,1.155115,1.236213,1.253838,1.268349,1.366267,1.447832,1.414087,1.381611,1.349549,1.396385,1.365259,1.288963,1.262154,1.253431,1.251088,1.206073,1.178339,1.151351,0.959271,0.952064,1.018785,0.951696,0.937538,0.857338,0.866585,0.918459
1.412640,1.338663,1.361286,1.234331,1.237957,1.199255,1.093952,1.098919,1.141155,1.040624,0.972179,0.948703,0.883319,0.901343,0.894687,0.895175,0.869848,0.912727,0.826003,0.978745,0.926508,1.005323,1.003103,1.124450,1.057937,1.139461,1.224084,1.199077,1.270894,1.257206,1.292003,1.406976,1.373146,1.414944,1.404818,1.333062,1.356257,1.226574,1.148850,1.100917,1.094715,1.033265,1.022552,1.013211,0.944639,0.864105,0.834641,0.823911,0.843447,0.802251,0.874011,0.844290,0.884940,0.960898,0.926616,0.947171,1.112816,1.145027,1.161258,1.202709,1.189054,1.330190,1.325815,1.310630,1.309788,1.338085,1.349051,1.300142,1.272966,1.293233,1.242915,1.261104,1.159163,1.163883,1.102743,1.002824,0.971611,0.973247,0.855269,0.855159,0.886660,0.805278,0.796467,0.818738,0.929199,0.959834,0.980510,1.025357,1.048279,1.075924,1.109873,1.130265,1.172898,1.287761,1.336371,1.279027,1.282626,1.414510,1.323228,1.383804,1.294503,1.323533,1.301881,1.269610,1.157730,1.158621,1.142532,1.116949,1.015784,1.041587,0.894549,0.930763,0.836741,0.880568,0.932655,0.846446,0.915469,0.839322,0.955046,0.879328,1.003831,1.077680,1.010479,1.076805,1.221600,1.260753,1.281922,1.343344,1.344895,1.409236,1.382435,1.387648,1.321619,1.287167,1.386872,1.250717,1.236880,1.158264,1.241300,1.122325,1.152450,1.092171,1.012855,0.891390,0.970740,0.962967,0.809529,0.894273,0.865181,0.842597
